timeslot,energy_kWh
1,201.08320595131318
2,373.2430992258762
3,598.5182483021474
4,791.7158383337954
5,934.4454864796314
6,950.2167183189551
7,936.0226096635673
8,914.7314466804856
9,679.7400922746353
10,474.7140783634919
11,227.10573848618853
12,151.40382565745873
