timeslot,energy_kWh
1,6.486555030687522
2,12.870451697443992
3,19.30704026781109
4,26.39052794445993
5,30.143402789665554
6,31.673890610631677
7,30.194277731082703
8,29.507466021951085
9,22.65800307582117
10,15.313357366564263
11,7.57019128287297
12,4.883994376047075
